customer_id,trans_date,tran_amount
CS2866,08-17-2014,62
CS4835,11-02-2012,77
CS5063,10-05-2012,100
CS5208,05-30-2013,98
CS3227,01-23-2012,75
CS6011,07-26-2011,44
CS1859,08-11-2012,101
CS2397,07-31-2012,83
CS4727,06-18-2011,57
CS2793,11-22-2013,36
CS6105,07-11-2013,35
CS4144,10-23-2014,75
CS1835,08-20-2014,101
CS4819,06-17-2011,98
CS3414,08-29-2012,91
CS2646,01-07-2012,53
CS2078,01-03-2015,92
CS5742,08-11-2011,41
CS3267,11-11-2011,69
CS4794,03-22-2014,51
CS2863,01-08-2013,46
CS4959,11-10-2013,91
CS4608,06-23-2013,98
CS5519,05-11-2012,93
CS5951,12-11-2013,49
CS1550,02-12-2014,85
CS2914,09-27-2013,48
CS2098,12-13-2014,79
CS4245,10-26-2011,45
CS4264,10-29-2013,82
CS4740,09-22-2014,90
CS4460,11-02-2014,69
CS1685,01-08-2013,82
CS4917,02-25-2012,90
CS5209,08-16-2011,64
CS5339,02-10-2015,96
CS1406,09-09-2011,41
CS3044,06-19-2011,61
CS4011,08-18-2014,90
CS2878,07-20-2011,76
CS2560,10-29-2011,40
CS1770,06-02-2012,70
CS3708,01-04-2014,97
CS3446,03-24-2014,81
CS3472,11-05-2013,84
CS3903,04-05-2013,83
CS5212,12-01-2011,70
CS5054,05-10-2013,91
CS2026,10-11-2011,58
CS5738,09-26-2013,72
CS4579,04-18-2013,87
CS3116,08-02-2012,53
CS1653,07-18-2014,63
CS3309,03-06-2012,88
CS1473,01-26-2014,48
CS5768,04-22-2012,69
CS1979,08-30-2011,91
CS2410,07-09-2013,67
CS5693,12-07-2014,54
CS1191,09-17-2012,64
CS3315,08-26-2011,99
CS2877,03-12-2014,75
CS3455,04-21-2014,62
CS3843,06-17-2012,44
CS3768,12-18-2013,84
CS2832,02-20-2015,73
CS4400,05-24-2012,43
CS1218,08-07-2011,98
CS5143,12-27-2013,36
CS1642,02-10-2015,41
CS4783,07-27-2013,77
CS4793,08-01-2013,98
CS4718,02-13-2014,40
CS5230,09-16-2013,75
CS5562,09-28-2014,88
CS4934,07-28-2014,104
CS4192,12-27-2012,49
CS2010,02-14-2013,58
CS5795,01-03-2012,79
CS3903,03-29-2014,85
CS5878,10-29-2011,96
CS2314,03-28-2014,52
CS4330,11-30-2011,81
CS4876,06-28-2013,83
CS1695,08-12-2014,50
CS4517,11-30-2012,80
CS1327,01-27-2013,77
CS4133,09-28-2014,60
CS4468,12-06-2011,46
CS2454,06-08-2013,95
CS1203,07-20-2012,59
CS2868,10-23-2014,83
CS1162,01-31-2014,95
CS1954,01-24-2015,102
CS4279,08-10-2013,69
CS2894,05-25-2011,38
CS1559,10-25-2012,95
CS5997,02-13-2015,89
CS5809,10-13-2012,64
CS3090,03-17-2013,55
CS1168,02-20-2013,78
CS2552,05-19-2012,80
CS6102,06-08-2014,56
CS3519,12-27-2013,72
CS3416,08-29-2013,50
CS5317,10-27-2011,42
CS4302,09-04-2014,104
CS1232,01-29-2014,103
CS4146,02-21-2014,74
CS1865,04-09-2012,58
CS1295,11-06-2013,64
CS3390,11-08-2013,86
CS6029,08-27-2014,81
CS1236,12-31-2012,73
CS1487,12-22-2012,70
CS5209,02-22-2012,63
CS1213,10-02-2011,56
CS2661,06-15-2013,102
CS4888,12-27-2011,99
CS3372,02-09-2012,67
CS4659,04-07-2014,60
CS4188,03-04-2015,95
CS5675,06-01-2013,82
CS4035,06-02-2014,47
CS1436,12-22-2012,85
CS5786,05-29-2013,72
CS1928,07-22-2013,46
CS1155,11-27-2011,89
CS2012,09-27-2012,67
CS1832,07-17-2014,39
CS4612,05-10-2014,79
CS4367,06-24-2011,54
CS5392,12-15-2013,75
CS5323,07-07-2011,60
CS3003,01-14-2014,56
CS1950,09-20-2011,96
CS3941,09-26-2012,54
CS4130,06-26-2011,81
CS4136,11-17-2013,67
CS3565,09-19-2011,39
CS3654,02-21-2014,98
CS5096,07-19-2014,96
CS4272,12-15-2013,49
CS4047,07-28-2012,84
CS4372,03-28-2013,68
CS3346,11-16-2011,78
CS3553,10-04-2011,98
CS3940,07-19-2011,90
CS3915,02-24-2012,44
CS4703,09-01-2013,102
CS5724,11-21-2013,69
CS4103,01-21-2015,78
CS2719,06-01-2013,88
CS3980,11-04-2011,77
CS3497,09-05-2013,66
CS5966,03-16-2015,91
CS3305,09-06-2011,50
CS1847,08-15-2014,52
CS4535,09-15-2011,86
CS2184,11-02-2011,92
CS3122,05-25-2011,51
CS2129,02-28-2015,92
CS5364,10-23-2011,76
CS1718,08-07-2013,35
CS5321,01-02-2015,44
CS5076,07-08-2014,52
CS1385,08-16-2012,38
CS2673,07-27-2011,66
CS5853,08-28-2011,49
CS3991,01-13-2012,62
CS1757,12-01-2013,43
CS3053,04-16-2013,80
CS5014,10-22-2013,47
CS5803,09-07-2014,104
CS3491,12-03-2012,59
CS1663,10-05-2014,37
CS3415,11-08-2012,85
CS4580,02-01-2013,81
CS3646,09-11-2012,88
CS5609,11-03-2012,103
CS5485,08-28-2011,66
CS4195,10-28-2013,90
CS3769,01-22-2013,63
CS3602,05-07-2012,95
CS5077,04-17-2013,98
CS3153,12-24-2013,105
CS4536,05-27-2012,65
CS4373,12-19-2011,46
CS1820,02-18-2012,79
CS5484,03-16-2012,44
CS5014,09-11-2013,79
CS2996,05-27-2014,70
CS1904,11-27-2011,105
CS4787,11-16-2011,49
CS1505,06-29-2012,57
CS1997,05-09-2013,42
CS5262,05-23-2013,54
CS2956,01-11-2012,36
CS3393,08-04-2013,77
CS1734,11-09-2013,41
CS3878,02-27-2015,82
CS3311,09-05-2012,46
CS2723,06-13-2012,85
CS1943,11-24-2012,54
CS3759,09-10-2012,90
CS2647,09-21-2014,100
CS4278,05-16-2014,41
CS3479,08-05-2012,96
CS5023,04-23-2012,49
CS5615,09-13-2012,105
CS1688,07-21-2013,61
CS2658,08-04-2013,66
CS1173,05-07-2014,64
CS5780,01-25-2014,79
CS1850,02-24-2013,105
CS5735,06-21-2012,104
CS4144,02-25-2012,99
CS3040,02-24-2015,105
CS5527,11-14-2014,86
CS3930,01-24-2013,97
CS5224,10-21-2013,69
CS2269,04-03-2013,36
CS5796,08-10-2014,67
CS5281,10-13-2012,49
CS5947,01-29-2012,55
CS4483,07-06-2013,54
CS2952,08-26-2012,43
CS5176,10-23-2014,75
CS5514,11-25-2012,65
CS1587,09-07-2012,68
CS4219,06-23-2011,97
CS4279,07-30-2013,100
CS1361,11-14-2012,68
CS4122,01-04-2015,74
CS4647,02-08-2015,96
CS2638,02-26-2015,49
CS4931,08-30-2012,61
CS1282,08-04-2014,49
CS2209,07-22-2013,66
CS5872,12-22-2013,58
CS5752,04-07-2012,76
CS3315,09-27-2013,35
CS3760,11-13-2013,72
CS1933,01-24-2013,87
CS6064,07-22-2011,54
CS5980,11-09-2013,97
CS3114,12-18-2013,71
CS6021,03-09-2013,100
CS1127,08-17-2011,99
CS5376,03-22-2013,55
CS2869,11-07-2011,51
CS4083,07-01-2014,42
CS5110,08-31-2013,90
CS3910,09-08-2014,40
CS3089,05-29-2011,48
CS2249,08-15-2014,71
CS2789,08-17-2014,74
CS3405,10-14-2012,91
CS5361,12-16-2011,78
CS1598,01-24-2013,36
CS5108,08-28-2013,70
CS5632,08-06-2011,60
CS2953,12-31-2011,67
CS3939,04-26-2013,76
CS3659,08-21-2012,75
CS5344,12-10-2013,44
CS5622,05-22-2011,78
CS4465,12-14-2012,90
CS5278,03-29-2014,61
CS5920,08-21-2014,39
CS5675,12-01-2012,97
CS1857,04-21-2014,52
CS2502,12-10-2011,37
CS4646,02-28-2012,93
CS5051,07-17-2014,50
CS1363,08-27-2014,87
CS3787,12-27-2014,84
CS3460,09-27-2011,73
CS5728,02-10-2012,64
CS6106,01-27-2013,105
CS1251,03-16-2012,40
CS1407,10-28-2013,81
CS5850,10-11-2011,84
CS2073,06-07-2012,88
CS2266,11-22-2014,74
CS3204,04-24-2014,36
CS3970,04-05-2013,76
CS1976,12-18-2014,80
CS3371,09-18-2014,70
CS5591,03-09-2015,41
CS4699,05-30-2013,56
CS2433,06-03-2011,57
CS2180,04-08-2012,54
CS3158,02-25-2014,88
CS4370,03-15-2015,56
CS4584,05-02-2014,45
CS3178,10-12-2013,94
CS4774,11-30-2013,71
CS1142,05-31-2011,51
CS6076,10-31-2011,87
CS3837,02-16-2014,71
CS5283,10-12-2012,88
CS1557,05-18-2014,61
CS1522,08-22-2012,40
CS5263,07-10-2014,58
CS3984,08-03-2012,59
CS2823,12-17-2011,66
CS3216,04-10-2012,35
CS3365,02-06-2012,105
CS4258,08-10-2014,85
CS3789,01-03-2015,102
CS6070,02-04-2015,54
CS3203,11-19-2012,96
CS2152,12-17-2014,43
CS6039,08-15-2012,57
CS4918,01-25-2013,83
CS4100,09-08-2012,76
CS2442,02-14-2013,42
CS6040,03-06-2014,103
CS3155,06-29-2012,75
CS4564,11-20-2013,87
CS3548,03-08-2012,71
CS1439,04-29-2012,65
CS1192,11-19-2013,38
CS3827,03-03-2014,47
CS4889,08-03-2014,40
CS2073,07-31-2011,86
CS2744,04-19-2014,68
CS1486,11-24-2011,55
CS3311,12-07-2011,62
CS3984,10-21-2011,38
CS5760,05-21-2012,77
CS5112,01-27-2014,36
CS2112,06-20-2011,63
CS2047,10-28-2014,73
CS3964,06-22-2012,41
CS5729,03-29-2014,94
CS2690,04-04-2014,72
CS5142,02-18-2012,78
CS5435,12-13-2014,75
CS5938,04-05-2014,54
CS3324,11-04-2013,88
CS3354,11-01-2013,39
CS2113,03-09-2012,80
CS4860,12-16-2011,64
CS4832,10-26-2011,35
CS3729,01-27-2012,45
CS4709,11-05-2013,71
CS2735,11-23-2011,76
CS1330,09-23-2011,66
CS6083,02-05-2013,79
CS1213,11-09-2014,83
CS5998,09-09-2013,101
CS3127,01-22-2012,99
CS2128,09-10-2012,45
CS1702,12-20-2013,63
CS3106,11-29-2013,96
CS2515,11-20-2013,91
CS2850,12-12-2014,68
CS1697,08-23-2012,82
CS6101,04-02-2012,84
CS2531,10-31-2012,59
CS2540,10-08-2011,50
CS4353,05-27-2012,86
CS3733,07-27-2013,43
CS5769,03-19-2014,42
CS5617,09-04-2013,65
CS5679,10-26-2014,101
CS2067,08-24-2013,63
CS3819,09-16-2014,49
CS2141,08-16-2014,79
CS2195,10-27-2012,89
CS5367,04-04-2013,95
CS5332,08-17-2012,39
CS1939,08-21-2013,35
CS4514,08-27-2014,36
CS3744,04-04-2014,37
CS5291,07-23-2014,66
CS3819,11-16-2011,104
CS5598,08-11-2014,67
CS2589,07-29-2013,35
CS5993,03-09-2014,92
CS3131,09-06-2014,64
CS2902,02-16-2013,84
CS2316,01-05-2015,57
CS3215,02-19-2014,85
CS4337,11-28-2012,52
CS2865,10-31-2011,52
CS4811,10-27-2013,78
CS4851,10-03-2011,59
CS5140,04-14-2013,45
CS3031,10-09-2012,74
CS2469,04-29-2012,46
CS5278,03-13-2014,49
CS2651,04-25-2013,66
CS2955,05-24-2012,47
CS3248,05-26-2013,70
CS3983,05-20-2011,47
CS3239,10-04-2012,87
CS5986,06-30-2013,54
CS4944,07-28-2013,39
CS2321,03-03-2013,46
CS5396,04-20-2013,68
CS4070,05-22-2012,87
CS4478,10-27-2014,72
CS4355,10-01-2011,70
CS2978,12-18-2011,82
CS1643,03-23-2014,96
CS5296,12-28-2011,44
CS3475,06-20-2011,36
CS3198,04-10-2012,90
CS1135,01-05-2013,51
CS3660,06-03-2013,101
CS3795,06-19-2014,52
CS2160,06-02-2013,66
CS1936,11-11-2014,91
CS1228,12-12-2013,95
CS2091,08-02-2012,92
CS5219,07-13-2011,69
CS3013,06-08-2012,69
CS1665,07-17-2012,40
CS3849,02-05-2013,61
CS4351,06-23-2014,58
CS4767,07-23-2014,103
CS3754,06-29-2013,93
CS3482,05-13-2014,86
CS6023,08-28-2011,68
CS5082,05-27-2013,103
CS2898,11-26-2013,57
CS5805,04-16-2013,50
CS5300,07-20-2014,74
CS3611,09-01-2014,93
CS3719,05-24-2011,63
CS1307,07-15-2012,68
CS5481,08-09-2012,88
CS2948,04-15-2012,47
CS2226,05-21-2014,40
CS1114,09-01-2014,58
CS2131,10-31-2013,44
CS3016,04-21-2012,49
CS1302,08-27-2014,43
CS2708,08-18-2013,37
CS4147,01-26-2013,67
CS1692,08-04-2014,48
CS4085,12-21-2011,53
CS5661,01-26-2015,43
CS2870,09-16-2011,91
CS3762,08-25-2013,98
CS3343,12-01-2014,76
CS5415,01-28-2012,95
CS3339,08-16-2012,101
CS3224,12-24-2011,71
CS1506,07-30-2014,37
CS5196,12-02-2011,52
CS5442,06-23-2014,103
CS5240,09-19-2013,84
CS4753,12-23-2012,81
CS3040,07-28-2011,61
CS1904,08-12-2012,53
CS4411,01-27-2012,47
CS4780,02-03-2014,55
CS1975,06-30-2014,53
CS4495,09-12-2013,59
CS1601,04-24-2013,100
CS5820,06-19-2011,74
CS5170,05-28-2014,48
CS1461,11-29-2013,51
CS1721,10-29-2011,85
CS2741,09-06-2014,53
CS3321,09-01-2012,46
CS5540,01-08-2014,88
CS4032,01-18-2015,84
CS2795,07-17-2012,86
CS1233,12-06-2013,60
CS2968,06-11-2011,81
CS3055,01-17-2013,104
CS6077,02-22-2014,36
CS1288,01-09-2012,86
CS1392,07-11-2012,102
CS4223,12-03-2011,59
CS1982,10-01-2011,42
CS3619,08-02-2011,97
CS5832,05-02-2013,78
CS2686,09-04-2011,65
CS5534,09-20-2014,57
CS1512,01-14-2012,50
CS3534,01-25-2012,100
CS5269,07-06-2012,90
CS4029,01-16-2013,95
CS5965,10-09-2011,46
CS5240,11-03-2012,59
CS2817,03-14-2013,71
CS1573,08-21-2012,72
CS4020,06-03-2014,68
CS5810,01-04-2015,37
CS4470,12-05-2011,55
CS2663,10-22-2014,83
CS2046,01-15-2015,44
CS3051,08-15-2013,92
CS1909,09-05-2013,47
CS2519,01-24-2015,100
CS2013,11-16-2012,64
CS4555,01-15-2014,81
CS1377,03-22-2012,48
CS5592,06-12-2012,104
CS2681,12-16-2014,40
CS5769,10-22-2014,47
CS3051,10-30-2012,87
CS4337,12-05-2012,59
CS4983,12-25-2012,89
CS1382,01-30-2012,39
CS3390,06-17-2012,92
CS1762,08-02-2012,87
CS1469,01-26-2015,77
CS5732,11-03-2014,35
CS4137,06-19-2011,36
CS2125,12-26-2011,83
CS5181,09-15-2011,48
CS5498,05-14-2013,84
CS5069,04-08-2013,68
CS3925,04-09-2012,66
CS5917,11-30-2013,40
CS1340,03-19-2014,94
CS4792,03-06-2014,102
CS1567,06-03-2014,43
CS4901,04-23-2013,61
CS5952,12-13-2013,95
CS1729,12-29-2014,63
CS4197,07-09-2014,59
CS3928,08-01-2014,89
CS1612,01-30-2015,73
CS3362,06-04-2014,66
CS5814,10-13-2013,87
CS3915,07-20-2014,85
CS1701,11-24-2012,71
CS1939,12-21-2013,66
CS1508,11-12-2013,59
CS5273,12-09-2012,84
CS4598,09-15-2011,67
CS2042,04-26-2013,80
CS3722,06-22-2014,91
CS1190,12-15-2011,82
CS3131,07-17-2013,72
CS5109,08-31-2013,35
CS5001,11-12-2011,99
CS3907,10-09-2014,72
CS5717,05-28-2011,90
CS4020,02-05-2013,74
CS3801,05-08-2012,79
CS3099,10-03-2011,92
CS2748,05-07-2013,89
CS1511,07-19-2013,90
CS1825,02-16-2014,86
CS3394,05-08-2013,51
CS5318,08-06-2012,48
CS1211,01-18-2015,77
CS1223,08-01-2013,52
CS6079,08-23-2013,52
CS3875,07-23-2011,98
CS2767,07-21-2012,61
CS4323,07-05-2011,75
CS5006,08-22-2011,97
CS2800,06-07-2013,63
CS3094,11-06-2013,88
CS3420,09-24-2013,42
CS3588,02-11-2012,86
CS3393,11-03-2011,64
CS3696,06-17-2014,43
CS5196,12-11-2012,86
CS2508,10-09-2011,81
CS2202,09-02-2012,36
CS4274,06-18-2014,103
CS4298,01-01-2013,75
CS2572,04-03-2012,73
CS1971,01-05-2014,68
CS1752,08-07-2013,54
CS5647,06-12-2011,61
CS2476,10-27-2011,80
CS4929,08-12-2014,105
CS1732,03-22-2014,91
CS2743,06-01-2013,58
CS3283,12-18-2011,59
CS1998,05-27-2013,72
CS3366,01-06-2013,46
CS1379,05-29-2011,96
CS3798,11-30-2013,92
CS1890,01-16-2014,72
CS4431,06-22-2012,79
CS5860,06-08-2012,68
CS2062,11-25-2013,65
CS5182,10-20-2011,82
CS1238,10-19-2013,95
CS1365,12-27-2013,77
CS3956,02-13-2013,54
CS3308,08-16-2011,68
CS4448,08-21-2012,74
CS3987,06-10-2013,87
CS5854,04-18-2014,67
CS5618,12-29-2014,52
CS3795,06-13-2011,103
CS5517,03-11-2015,61
CS1208,06-23-2011,70
CS2210,11-25-2014,57
CS6037,05-26-2012,64
CS2550,04-12-2012,52
CS5433,10-04-2013,60
CS4407,04-03-2012,67
CS5241,05-15-2013,61
CS1772,08-08-2013,96
CS4643,09-10-2011,98
CS5627,09-08-2013,60
CS2123,06-26-2012,76
CS4692,04-29-2013,56
CS3270,10-26-2012,58
CS3534,08-30-2011,40
CS3327,09-12-2012,99
CS2590,08-13-2014,77
CS1545,08-03-2014,104
CS3435,10-18-2011,59
CS5616,01-21-2014,45
CS5378,04-26-2013,69
CS1981,11-07-2014,101
CS3338,11-17-2012,50
CS4582,06-29-2013,85
CS2615,08-07-2013,72
CS5425,10-27-2012,90
CS3983,04-12-2013,54
CS3264,10-28-2014,43
CS1398,08-23-2011,69
CS5094,04-14-2013,96
CS1753,12-20-2014,70
CS4816,08-03-2012,100
CS5377,10-07-2014,50
CS2142,12-18-2012,80
CS1438,01-14-2012,55
CS2810,07-04-2014,42
CS1599,09-22-2012,53
CS5912,09-10-2014,69
CS5190,06-02-2013,84
CS1238,07-18-2012,39
CS3604,09-10-2013,76
CS5586,02-01-2013,63
CS1957,06-18-2011,53
CS5184,09-22-2014,35
CS3274,08-20-2011,91
CS5595,11-21-2012,47
CS6089,12-14-2014,76
CS2025,03-28-2013,38
CS3411,03-02-2015,101
CS2801,02-20-2012,47
CS1775,05-10-2012,88
CS2774,12-04-2011,95
CS1437,09-04-2013,73
CS1375,06-05-2014,91
CS4987,10-04-2014,99
CS1646,07-29-2012,71
CS3536,09-21-2011,96
CS6053,05-25-2013,48
CS3028,11-14-2012,36
CS3623,08-25-2014,57
CS3689,01-16-2014,46
CS4517,07-23-2011,83
CS2683,05-28-2014,99
CS5354,06-08-2014,60
CS4850,02-17-2013,95
CS3466,09-20-2013,58
CS4931,12-06-2012,91
CS3199,03-12-2013,80
CS2369,07-13-2012,102
CS1243,07-21-2012,90
CS3056,03-14-2014,57
CS4377,09-24-2011,47
CS3156,08-27-2014,86
CS3742,04-25-2014,80
CS5405,09-20-2012,93
CS4718,12-13-2013,46
CS1213,05-26-2014,83
CS2984,05-08-2012,68
CS5335,06-12-2014,53
CS5657,04-01-2012,102
CS1839,06-09-2012,53
CS3842,05-19-2013,38
CS5690,06-15-2014,47
CS3552,12-19-2012,75
CS1716,11-02-2011,59
CS2388,03-11-2014,99
CS2564,03-30-2014,64
CS5474,10-22-2012,38
CS6108,08-06-2011,64
CS3175,11-26-2014,53
CS3478,03-02-2014,89
CS4522,05-14-2012,84
CS1381,09-20-2013,95
CS2873,05-06-2012,85
CS2961,04-10-2012,62
CS2722,08-03-2012,42
CS2204,05-21-2014,90
CS5793,02-12-2012,95
CS2839,09-06-2014,98
CS5920,10-25-2013,70
CS2247,02-01-2014,82
CS1785,03-06-2014,92
CS3416,10-03-2012,85
CS1946,07-06-2011,101
CS5738,11-06-2014,77
CS3706,12-13-2012,50
CS3613,10-06-2014,74
CS2444,02-24-2013,82
CS4168,03-11-2012,79
CS1375,09-27-2011,93
CS4115,07-06-2012,83
CS3688,01-28-2014,47
CS5723,12-09-2013,51
CS4414,11-21-2013,84
CS4287,09-22-2011,49
CS5912,08-18-2014,44
CS4198,11-16-2011,93
CS3304,06-07-2013,59
CS4022,12-18-2013,79
CS4241,11-06-2011,71
CS4686,02-04-2013,50
CS2824,12-09-2014,61
CS2935,07-29-2013,45
CS3541,10-13-2014,101
CS5065,05-07-2013,66
CS6066,08-02-2012,96
CS3455,09-26-2013,79
CS1658,07-17-2011,42
CS4730,01-03-2013,99
CS4677,12-27-2011,85
CS3568,08-07-2012,87
CS5458,02-20-2015,96
CS2744,08-27-2013,42
CS3684,01-19-2012,49
CS3686,11-26-2012,68
CS3123,10-20-2013,78
CS1705,01-03-2013,64
CS2892,06-03-2013,69
CS3897,09-08-2012,94
CS3994,07-10-2011,42
CS4932,09-24-2013,62
CS2290,12-25-2011,42
CS3666,11-06-2013,104
CS4428,02-02-2012,103
CS3928,09-01-2012,63
CS3551,04-24-2013,43
CS1240,08-27-2011,72
CS1719,11-18-2011,59
CS2640,01-28-2015,67
CS5066,08-18-2014,78
CS5147,02-20-2013,64
CS3011,06-13-2012,71
CS5984,09-15-2014,64
CS4883,08-10-2014,96
CS1429,03-11-2013,48
CS1815,06-15-2012,90
CS1252,08-17-2014,94
CS3253,05-26-2011,54
CS1762,09-26-2014,75
CS4779,02-01-2014,82
CS2452,07-05-2012,56
CS1912,01-17-2014,66
CS3181,06-18-2013,36
CS4251,10-02-2011,37
CS3138,10-27-2014,46
CS5405,11-16-2012,95
CS1372,07-12-2011,72
CS3672,01-29-2013,92
CS5488,12-29-2012,85
CS4212,12-21-2012,42
CS4888,10-01-2014,83
CS2134,08-22-2013,44
CS4061,11-12-2012,99
CS4509,01-13-2014,59
CS4392,03-09-2015,57
CS4677,11-12-2011,49
CS3471,12-14-2011,90
CS3041,06-09-2011,49
CS3601,12-05-2014,77
CS3964,04-08-2014,69
CS4339,12-07-2012,88
CS1479,10-01-2011,90
CS4803,02-10-2014,64
CS4306,09-04-2013,43
CS5061,04-06-2013,37
CS5372,08-10-2011,104
CS1649,10-20-2011,66
CS4552,08-18-2013,102
CS1747,06-23-2013,91
CS4179,03-19-2013,62
CS3728,07-04-2013,55
CS2356,01-02-2012,59
CS3996,01-06-2012,88
CS4244,03-18-2013,39
CS5647,10-03-2014,91
CS2396,09-13-2012,39
CS3795,01-14-2015,54
CS2405,05-02-2012,85
CS2506,05-28-2011,59
CS4013,11-12-2013,70
CS3518,05-17-2013,101
CS2548,06-06-2012,41
CS5853,07-15-2011,42
CS5319,01-12-2015,90
CS1246,02-27-2012,44
CS4809,05-24-2013,43
CS5593,05-07-2013,77
CS3347,09-04-2014,48
CS2392,12-31-2011,91
CS4276,11-16-2014,100
CS2289,04-15-2014,75
CS3704,12-21-2011,80
CS4524,06-04-2011,65
CS5747,07-13-2014,88
CS5538,07-04-2011,98
CS1416,03-04-2015,92
CS1746,08-24-2013,43
CS4512,01-27-2014,71
CS1944,01-27-2012,56
CS1672,02-15-2014,49
CS5535,03-24-2012,94
CS2514,08-31-2014,62
CS3494,09-05-2011,54
CS3911,11-05-2012,40
CS3157,10-25-2013,51
CS5801,08-03-2012,37
CS5125,12-01-2012,104
CS2944,11-17-2012,85
CS3019,08-13-2012,45
CS6041,02-01-2015,83
CS2321,11-30-2012,82
CS3987,08-28-2011,83
CS2019,06-03-2012,100
CS3465,02-11-2015,56
CS5192,05-29-2013,95
CS1255,01-31-2014,96
CS3311,10-31-2013,35
CS4205,12-10-2012,88
CS5581,12-27-2014,83
CS3391,05-28-2012,95
CS2582,12-15-2011,77
CS4604,01-15-2014,42
CS5411,04-15-2013,42
CS5046,11-13-2013,82
CS4266,12-30-2014,35
CS3934,11-05-2014,88
CS2184,11-02-2012,85
CS1183,11-05-2011,57
CS4345,07-24-2013,51
CS2041,01-06-2012,89
CS4646,04-08-2012,71
CS3074,05-24-2011,80
CS1908,02-19-2014,91
CS5826,01-01-2014,79
CS1886,07-13-2012,50
CS3367,06-12-2011,105
CS1940,07-12-2011,41
CS2943,08-17-2012,46
CS5114,12-20-2012,85
CS2101,09-30-2014,71
CS2018,09-21-2014,45
CS4841,11-10-2013,94
CS6074,10-07-2013,79
CS2915,07-21-2014,65
CS5594,12-11-2011,43
CS1506,04-26-2012,80
CS5204,06-28-2013,76
CS2293,11-19-2014,46
CS1289,06-06-2013,86
CS3417,01-16-2012,38
CS4083,01-24-2012,94
CS6024,06-28-2013,36
CS1861,03-13-2013,90
CS4032,10-04-2014,100
CS3933,10-27-2012,45
CS5213,08-03-2011,51
CS3889,06-27-2012,37
CS3543,04-21-2012,94
CS4760,01-26-2013,90
CS4750,06-07-2011,64
CS2811,06-13-2014,61
CS2864,05-24-2014,37
CS5138,05-07-2012,59
CS1906,06-24-2014,55
CS3170,09-02-2014,38
CS5102,08-21-2012,95
CS1740,11-30-2013,71
CS4327,12-29-2011,43
CS2529,12-21-2011,96
CS4458,12-31-2014,102
CS4374,08-10-2013,66
CS5195,11-19-2012,63
CS4413,06-25-2012,71
CS3456,09-13-2013,103
CS2547,08-22-2013,96
CS3542,06-03-2014,93
CS3696,10-23-2011,53
CS2143,09-27-2014,71
CS4455,09-10-2012,79
CS1798,04-16-2012,91
CS3459,09-24-2012,53
CS3743,08-13-2011,64
CS3152,06-15-2013,100
CS1586,01-10-2013,63
CS3253,12-28-2014,91
CS4756,08-31-2014,85
CS2723,01-13-2013,82
CS5391,02-01-2013,84
CS6079,10-14-2012,70
CS5459,06-19-2011,61
CS5848,02-14-2012,67
CS4258,03-09-2015,94
CS2116,08-24-2013,67
CS3217,09-14-2014,95
CS3311,10-09-2012,101
CS5349,01-14-2014,87
CS1437,10-02-2014,82
CS2757,07-29-2014,45
CS2550,11-07-2014,97
CS4418,09-11-2014,63
CS4197,08-13-2013,99
CS3073,04-20-2012,75
CS4705,02-16-2014,36
CS4725,08-24-2012,40
CS2835,02-11-2013,102
CS5204,03-18-2012,75
CS3364,03-05-2014,45
CS2285,09-03-2014,105
CS5642,12-01-2012,55
CS5629,01-18-2012,98
CS2531,11-29-2011,44
CS4046,07-05-2013,59
CS4713,05-19-2012,59
CS2138,03-26-2012,88
CS2753,10-22-2011,73
CS4815,04-28-2013,64
CS1696,11-21-2011,45
CS4741,04-05-2014,73
CS5847,07-07-2013,52
CS3699,02-18-2015,92
CS2986,06-05-2013,84
CS4449,09-11-2014,55
CS2998,07-27-2012,39
CS2285,05-09-2013,43
CS1553,09-14-2012,74
CS4104,06-12-2011,103
CS5380,04-28-2014,42
CS5598,01-11-2015,72
CS3683,03-18-2012,67
CS5847,05-01-2013,63
CS6006,09-26-2012,80
CS3326,02-13-2014,82
CS4293,09-30-2011,44
CS4364,01-27-2015,37
CS3878,08-06-2014,63
CS4492,04-14-2014,48
CS3543,11-23-2012,73
CS2415,01-11-2014,52
CS3412,11-22-2013,59
CS4173,09-22-2012,104
CS5025,09-01-2011,48
CS5698,11-20-2012,95
CS5005,07-06-2011,98
CS5083,11-17-2013,62
CS2605,12-19-2014,63
CS5571,02-08-2014,87
CS3221,08-24-2012,99
CS4521,08-08-2014,79
CS3058,12-19-2014,65
CS2085,01-21-2014,65
CS2454,08-16-2012,62
CS1148,03-17-2014,64
CS5432,12-04-2014,73
CS1880,10-23-2011,39
CS2926,11-01-2011,70
CS5530,09-13-2013,45
CS2300,11-03-2013,90
CS2528,08-13-2014,36
CS3628,02-04-2012,38
CS2061,10-29-2013,103
CS1515,10-20-2014,105
CS3228,12-11-2011,47
CS4429,07-26-2012,44
CS5235,04-26-2013,49
CS1526,05-16-2014,72
CS5759,10-01-2011,103
CS1573,11-29-2014,96
CS3403,08-04-2013,53
CS3260,09-29-2014,101
CS1646,11-04-2011,54
CS1330,05-12-2014,98
CS4276,01-09-2013,77
CS3315,11-14-2012,69
CS1240,07-01-2014,52
CS4781,10-27-2013,92
CS5744,07-11-2011,81
CS5562,12-03-2014,68
CS1468,01-14-2013,57
